264162997088436224	93655075	positive	Mcfli come back to Argentina but thi time we want to come to mar del plata ||U|| h1
259821574394355712	23346086	positive	||T|| anyth I wonder how the aspect between my sun/moon fair with my rise I also have Venu in Sag yeah laugh out loud Thank you e1 h0
263800856321859584	49032667	negative	My teacher call themselv givng us candi .wa n't even the GOOD stuff I might go to Walmart or CV tomorrow/ h0
264011728084410369	24144230	neutral	Peyton Man name AFC Offens Player of the month It 's hi 5th such honor second to Tom Bradi 's 6 tie with TD h1
264120483384008704	533302080	objective-OR-neutral	||T|| is bring out Kendrick Lamar the 6th of Decemb Get your ticket now h0
263939499426476032	37877566	positive	||T|| I may have an Android phone by the time I get back to school e1 h0
264056733691961345	23939440	objective-OR-neutral	Andr 's Wigan Warn Offici Site Wigan might current occupi 15th place in the Premier Leagu ||U|| h1
261965816906534912	345065738	objective-OR-neutral	||T|| strang enough I 'm go to see Noel Gallagh in concert tomorrow night h1
263656013541027840	913170146	objective-OR-neutral	How are they go to act in new york with the subway out They better clutch it out like Eli Man 4th quarter h0
165044172858986496	160465887	negative	Homegrown talent miss on Sign Day Throughout most of the day on Wednesday the video scoreboard ||U|| h1
264230416897159168	142476472	positive	taylor swift is come with ed sheeran june 29th most perf news i 've heard all night h0
263809311086628864	175523498	positive	The great Noel Gallagh is about to hit the stage in St Paul Plenti of room here so we 're 4th row center Plenti of room Pretti fire up h0
263797084673691648	372303578	objective	||T|| There are go to be plenti of up amp down for Boro Cardiff Leicest etc until May.I hope we are still in with a shout for promo h0
264162375182217217	299885545	negative	||T|| that suck amazon might have some left hate that i wo n't have it until 11am on Tuesday though h0
264253780797825026	201148169	neutral	Play as the Brown HC K Fri in XFacalac lost to the Raven 21-28 on All-Madden h2
260193762398064640	33442620	negative	||T|| Nooooooooo rosann They 've just restock them and me go oversea Sunday mean I ca n't afford them e-1 h0
256237809147445248	478075690	neutral	The pain is far deeper than a Billi cundiff miss field goal Got thank again wake up and forget about it tomorrow h2
264198711113039872	113783053	positive	||T|| on Novemb 16 be readi to head to the movi Break Dawn Part 2 h0
262977065568051201	73767786	objective-OR-neutral	after see ||T|| tweet about watch The Vow I think I may need to watch it h0
262068536187432960	90333241	positive	||T|| And the same station that will air new episod of COUGAR TOWN in Januari ||T|| ha been good to us Jordan h1
264215390773727232	276151090	objective	Alex Poythress had 11 point and 7 rebound in hi debut with Kentucki dure an exhibit game on Thursday He play 28 minut h0
245461530206932992	222961982	positive	I think I may have a heart attack for Jason Wu 's new collect So Charlott Rampl in the Night http://t.co/2KRW4kTn h0
263391524769898496	615354091	neutral	If I can get my equip work correctli we will have a live show on Friday at 6 pm CST with contacte Ray ||U|| h0
260248287255343104	407729607	positive	Amaz concert tonight with Jim White and the TCU Jazz Ensemble/Faculti Jazz Combo Don't miss tomorrow night ||U|| h0
256984347935141889	62265830	neutral	# Nation 9th Inning had that 4th Quarter feel did n't it Coulda swore I saw Cundiff shank one from the mound h1
256416307182985217	47208627	positive	Capello say time for Russia to win big match Russia manag Fabio Capello on Thursday said that he intend to ||U|| h0
259452211883569152	63808899	neutral	JACKAL GOAL Jimmi Martin sneak a rebound past Killeen to give Elmira a 2-1 lead Bushe amp Bellami with the assists.1:09 left 2nd period h0
263732569508552704	369152026	positive	Kick-off your weekend with servic EV 's Get on the Bu trip to the Boy amp Girl Club is Friday from 3-6 Hope to see you there e1 h0
264222052129574912	430519387	positive	||T|| Lmfao all right you got me there Good job Parker and the spur see you all jan 9th If I get an extra ticket to that game your go h0
213342054351257601	189656827	negative	Desper Day Februari 13th the most well known day in all men life h0
255190216795639808	366751482	objective	||T|| We have a similar circumst in Australia Jan 25 is Australia Day amp mani First peopl call it Invas Day h0
264135339327766529	159343219	objective-OR-neutral	paul-and5homo Harri and Loui are just fri Eleanor is such an inspira Harri is such a manwho Loui is ||U|| h0
263079812954992640	392639346	neutral	Appl softwar retail chief out in overhaul SAN FRANCISCO Reuter Appl Inc CEO Tim Cook on Monday replac the head of h1
264088457490604032	509707361	negative	||T|| Damn next Saturday though Nigga wa trynna get shit over with h1
263132960507703296	449609540	objective-OR-neutral	and the 4th one is for Harri Style long time 33333 h0
259022549604790273	204793455	objective	Blog Post MTV 's Teen Mom 2 Return for an Intens Third Season with Chelsea Jenel Kailyn and Leah on Monday ||U|| h0
253050608322502657	200261099	objective	The Busi Leader 's Award ceremoni will be held dure the ||T|| annual meet in Davo on the 25 Januari 2013 ||U|| h0
263919760503361536	87970697	positive	Hope to look FIT tomorrow on the Jeremi Kyle show h1
264203403473850368	853146211	objective-OR-neutral	||T|| me you and joe gone chill Saturday of i come though h0
264242024453111809	45450902	negative	Obma fail 2unit us he divid us by sex color parti age wealth Nevada 's 1st Latino governor vote earli for Romney predict GOP win h0
256787668367704066	610413207	positive	Grammi concert pay move tribut to Whitney Houston Whitney Houston wa given a final sendoff by the Grammi on Thursday as Hall h0
263865575313383424	410051441	neutral	We talli up the vote and are announc the winner for Call All Commun Tune in ||U|| on Nov 1st at 11am CST h0
259224351478521856	20050520	objective-OR-neutral	It 's Radio 1 Rock next week start off with a Live loung on ||T|| show with Bullet for my Valentin on Monday h0
246760239221858306	7532872	positive	Drew Peterson is no more Check out these movi photo befor you watch on Sun at 7/6c ||U|| h1
262862262270820352	601803511	neutral	||T|| Instant Messag just a 19 year old still on loan for the 3rd time at coventri 79 overal hope when i return bale will still be ther h0
264084352340742145	388974334	positive	PUMP to open the season tomorrow night against Georgetown Women Preview ||U|| | Men 's Preview ||U|| h0
264160761117552640	32215290	negative	Just found a piec of candi that may have been inject with someth h1
263319006063259649	432174507	objective-OR-neutral	Appl shakeup Mobil softwar boss eas out Appl Inc CEO Tim Cook on Monday push out the power head of the compani amp # 039 s mo h0
263799123847806976	22100843	neutral	Somehow I manag to lose my princess leia bra on Saturday I 'm go to Noel Gallagh as Glock at Phish ie jort amp tank ||T|| h0
263924763423035392	27133567	neutral	||T|| I may relent and get one myself but I hope it doe n't come to that Hope all the decent app will get port to android h0
264183514176552961	316127177	neutral	Android 4.2 Camera applic with Photo Sphere now avail for Galaxi Nexu Introduc on Monday Android 4.2 bring ||U|| h0
262575945741914113	31121565	positive	SAEED BEP Ricki Martin and KT Tunstal Great song to get you through your Sunday Hate the rain ||U|| h1
263921038352580608	213263464	neutral	||T|| ||T|| ||T|| Nope it 's just Camden eat Greek food with a pumpkin Just anoth Wednesday h0
263748118091276288	785067278	objective	FAQ What is 'skeuomorph design and the execut shakeup at Appl SAN FRANCISCO CA MARCH 07 Appl CEO ||U|| h0
263651627372777473	19594426	objective	Fact of the day Halloween night is Papa John 's second busiest night of the year behind Super Bowl Sunday h0
257369508086423553	531994655	positive	Omg Ricki Martin may be gay but he is one fine ass gay man h0
264249493787136000	260882576	positive	||T|| the Clipper are play the Cavali on Monday and are have a night to honor Israel e1 wish you were in LA STILL h0
261434845773828096	391892475	negative	Noel Gallagh Musician are fuck idiot Yeah Brian May he 's an idiot an idiot who just so happen to be a professor h0
252798281413967872	23075654	objective-OR-neutral	Vow is like to return from a midsumm break in the Prix de Royallieu at Longchamp on Saturday ||U|| h0
264182638816919552	446301191	positive	||T|| Hell yeah lmfaoo amp see you tomorrow Asia babi h0
264138191030874112	850357831	neutral	||T|| I want you to know that here in Argentina is go to make a direction fest 10 Novemb Team effort Amo TE AMO Team effort amo h0
263864248952836096	609103932	neutral	It Novemb already. Christma will be here soon then New Year then Valentin 's day then GRADUAT h0
263972222677417985	229497776	positive	Michael Jackson She 's Out of My Life Live At Wembley Juli 16 ||U|| L.O.V it h2
263867263474597888	428841738	negative	Nigga be on the LAKER DICK we still gon finish damn near first seed while year old team be struggl for the 8th spot h0
240553933116944384	533752023	positive	||T|| ||T|| OCTOB peopl have principles. amp argu passion for them about them amp ACT on them Ghandi Sadat ADT me h0
261642731477168128	372012787	positive	||T|| amber fantast news We will reunit with Barbara and jenel on Novemb 21st when teen mom 2 premier h0
246320271248744448	206354030	positive	I 'm in the bathroom bump Nigga In Pari Crunk ass hell like it 's my 1st time hear it thi song will never get old lol h0
255690502970671104	18712398	objective	Just got ticket to see Muse in Florida That combin with the Grammi two week prior equal a realli busi Februari for Rubi and myself h0
261632295520333826	217685779	objective	Battl for the 17th banner Royal Rumbl basketbal edit h0
261184553337630720	244570235	positive	4th Album out 6 Grammi Award 10 AMA 13 BMI Award Reign Entertain of the Year ACM #6YearsTaylorSwift h2
226474708487532546	59060233	objective-OR-neutral	Smooch from Fido Yea or Nay Juli 6th wa Intern Kiss Day of the human sort Later in the month Ca ||U|| h0
247183266782789632	260477688	positive	It 's midnight on the east coast which mean it ||T|| birthday HAPPi 20th BIRTHDAY NICK J long time 333 h0
251742524601925633	610495100	negative	Appl CEO apolog for error-ridden new map app Appl CEO Tim Cook apolog Friday for the compani 's error-ridden new mobil map h0
261706811453886464	79601816	neutral	Monta Elli / Elli provid just five point on 2-of-13 shoot Thursday ||U|| h2
258989036205662208	25393624	neutral	When I teach a basketbal in my own school we 're go to spend the 1st day watch Larri Bird video amp the rest will take care of itself h0
264084748345962496	747406040	objective-OR-neutral	AT amp T offer free cloud storag for iO and Android AT amp T on Thursday announc a new servic it call AT amp T Locker th ||U|| h0
263794433596723200	41680302	positive	We are here ||T|| for our 12th Anniversari celebr You still have time to make it 6620 S King Dr h0
237571817550786563	727519172	objective-OR-neutral	||T|| I told you Shane would get hi 5th-star on Rival befor Sign Day ||T|| h0
263449315350032384	295403177	objective	||T|| Mitch are you free on Sunday to bale leav for an hour If not no big deal you can have them for anim h0
252330752665075712	268248070	positive	Love how I skip everi categori of the NTA 's besid the soap Could n't give half a fuck if everyth els went off the air tomorrow h0
263610933568499712	302256936	negative	||T|| ||T|| Wa in on sat and they onli had the Ray Lewi home jersey They did n't have a lot either h0
262903244886507521	575902991	objective	New York Giant Game-by-Gam Predict for the 2nd Half of the Season ||U|| h0
264240983032614912	123520382	objective	C'mon Come On doe sound like Queen 's we will rock you somehow h0
264055660864487424	346867096	objective	Pick the Chelsea team to play Swansea Chelsea 's focu now turn back to the Premier Leagu and on Saturday we make ||U|| h0
247772918384320512	19885888	neutral	||T|| I just had a look and it seem Nash to Davo is a done deal along with Joe Thornton I may have to pay a visit h0
254032799680589826	412603173	positive	My mom just text me remind me that Grammi birthday tomorrow. HOW COULD I EVER FORGET h1
262206571201822721	185101254	positive	at ariaclement Wow you 're also a perci jackson fan e1 The 4th book of Hero of Olympu will be entitl Hous of Hade ||T|| h0
264143294903246848	331180650	negative	Esper will be without star player Youssef Msakni for the first leg of the Champion Leagu final against Al Ahli on Saturday h1
263247166582173696	45671664	negative	||T|| The Sun Paolo Di Canio say beat Aston Villa tonight would be like have sex with Madonna h1
226238092191875072	141284401	negative	OBVIOUS i am not a fan of Dream High 2 and i have n't even watch it well i watch the 1st ep that 's where i heard that song e1 h0
258887925075410944	37007849	positive	Black Histori Fact Marsali is the 1st and onli artist to win both classic and jazz Grammi Award in one year and to repeat the next year h0
263530816162902016	323297690	positive	Watch David Letterman with no audienc but play like they are still there is the 2nd most brilliant thing I 've seen tonight h0
246588959247974401	67771614	objective-OR-neutral	Gov Mitch Daniel will announc hi Indiana Suprem Court pick at 10 a.m Will the 3rd time be the charm for a femal member of the panel h0
263753326422806528	18013192	objective-OR-neutral	Most common night to order pizza NYE Jan 1 day befor Thanksgiv Super Bowl Sunday Halloween ||U|| h0
257865075933728771	413586409	positive	The Grey and Yellow Gold Wed Puzzl is now up with the first piec be a uniqu two-ton dress by ||T|| ||U|| h0
262380235985657856	40098249	objective	HARAKAH Iran armi monitor all ship in Gulf TEHRAN Oct 28 A senior command of the Islam Revolut Gu ||U|| h0
263740861031010304	16380085	neutral	HT Norwich 0-0 We 've edg the 1st half without creat ani clear cut chanc Bale 's had a coupl of decent long rang effort h1
264226988879933440	26639468	positive	Guy the Marijuana law in Colorado Oregon and Washington can pass thi Tuesday h1
254600864868749313	59459031	positive	Breezin won the Best Pop Instrument Perform at the 19th Grammi Award h0
264161130585399297	163101429	negative	Not wear make up to Dublin tomorrow until I 'm get readi for the parti Help h0
263953741877764096	341470410	neutral	Snow may fall for part of CNi the next few day Find out where the best chanc will be at 6:42 am on TV amp onlin ||U|| h0
204001339599106048	160648260	neutral	Cofield draw leadoff walk in top 4th Zaharion at the plate h0
257332145687785472	328656254	objective-OR-neutral	||T|| aww my celebr day is thi thursday also go as Jennif Hudson though e1 h0
263976883354480640	497155084	objective-OR-neutral	Sat down to watch Michael Jackson thi is it on DVD xx h0
256395784038277120	163198967	objective	On the set of the Axi of the Nigerian Economi air everi tuesday 8:30pm on NTA intern DSTV ||U|| h0
261769579544584192	20096243	positive	Text from my dad you like Charl Dicken 1 obv look at my amazon wish list too late for Sunday 2 whi th surpris h0
264167430564237312	17781471	negative	Upset alert in ACC men 's soccer Maryland down 4-2 to Wake Forest late in the 2nd AND down a man after an earlier red card h1
262627821908815872	28844188	negative	realli bore of thi host on Super Sunday do noth but talk and rave about Man Utd h1
258836119532228608	25483231	neutral	I may have miss out see Noel Field and Rich Fulcher today but I did just see Tom Tilley h1
258625516481953792	134881721	positive	Looper wa amaz Now to the theatr to see Simon Callow 's 'The Mysteri of Charl Dicken love my Wednesday off work e1 h0
255848522581164033	363795716	objective-OR-neutral	Negro and nigglett all who would like to attend the a $ ap rocki concert on Novemb 17th at starland let me know ticket are onli 25 h0
264105390818619394	812898906	positive	Wish Maddi luck next saturday she ha a solo audit for Britain 's Got Talent e1 ~ Elli xxxxx h0
241225651074527232	39010302	neutral	% of Joe Pa mask at Penn State Sat Or will PSU by allow then in the stadium Is it bad to wear it ||T|| h0
256018140318822400	580515576	negative	||T|| that 's crazi I 'm more jealou of you go to Joe Pa 's grave I wa sad Saturday when I walk past where the statu should be h0
263362769011748864	27020138	positive	Mizzou commemor it win over Kentucki with a T-shirt No realli | Dr Saturday Yahoo Sport ||U|| h1
260036217008185344	278137824	neutral	||T|| laugh out loud that wa our onli year we may have had a chanc at the Superbowl Now we must wait until Nick Foley h0
263706155778441216	27556859	objective-OR-neutral	||T|| Think a bolt action .30-06 may have to be in the card for Valentin 's Day or someth h0
223045564571459584	305277813	positive	Happi Valentin 's Day ||T|| Everyday is the 14th h0
263961750142062592	441531846	objective-OR-neutral	||T|| it may be Indian time tonight Becki e1 xx h0
263704789186117635	38615758	positive	Just watch The Campaign with Will Ferrel and Zack Galafianaki Good fun for a Wednesday h1
262778055402090496	22513829	objective	||T|| Season end with Superbowl in first week of Februari h0
260799759097421824	15659445	objective-OR-neutral	||T|| Your review remind me I still need 2 read the veri 1st Perci Jackson book Hero of Olympu is an offshoot seri from it h0
260949777687117824	32704887	neutral	Crazi I wa in a meet with an old NBA player that wa pick 3rd befor Larri Bird h0
245532165637545985	34014706	negative	As an introduct to Literatur we wrote about The Woman In Black not someth I particulalri want to read may just cri h1
264060311764619264	851106050	objective	||T|| ||T|| I did the other new is in today northern light I get pay tomorrow h0
264202743877615616	21069858	objective-OR-neutral	Just finish rehears with ||T|| we are readi for the Kendrick Lamar show tomorrow shout out to WVU ||U|| h0
262834360129036288	800315304	objective	I post 12 photo on Facebook in the album Super Sunday with Shobhit Bhatia ||U|| h0
264215340576284672	82125212	objective-OR-neutral	I been watch All-Access Kentucki everi wed and it ha been make me like these young dude on Kentucki h0
263098506644955136	141049123	objective-OR-neutral	Black Friday Deal Nikon D3200 24.2 Megapixel Digit SLR Camera with 18-55mm NIKKOR VR Len Black amp Nikon ||U|| h1
228956189000597505	501134907	positive	Han mon dieu le remix de I am the best dan Dream High 2 je meur XDDD h0
264203931645775873	27777925	objective	You do not want to miss thi tomorrow night RJ is move to Maryland soon and we have a truli epic set plan ||U|| h0
260920467324555265	361434318	neutral	Do n't forget Mitch Daniel is go to be on Steven Colbert 's show Thursday Think thi will come up as a topic h0
264127995424423936	62680567	neutral	||T|| I would think you would do that if you are run for POTU It may be part of your job someday h0
263398004801798146	245624274	objective-OR-neutral	||T|| But how you gon handl it if you are announc ON SUPER BOWL SUNDAY You might put that gold back in year old grill h0
263953846492094464	463441798	objective	||T|| I have plan to go to CV befor work today and get someth That may be what I get I 'm go to quarantin myself today h0
252650346873245696	275414774	objective-OR-neutral	iPhon 5 Appl CEO pledg to improv new map app Appl CEO Tim Cook apolog on Friday for the compani 's er ||U|| h0
262497514995978241	14989779	neutral	Full Moon Oct 29th You can read more if you have your Sun Sign in Libra Scorpio Sag Cap Aqua or Pisc ||U|| h0
256787832453079043	199690203	neutral	Drew Peterson may be convict but there is still conflict go on ||U|| h3
264067944458371072	28896087	neutral	||T|| Paterno wouldnt be charg All hearsay on him and he did do hi job minim as may be He report it Rest is specul h0
263918513083781122	389925947	negative	With all Benson 's attent Franki feel like a forgotten stepchild Let 'found father him so he know we will never forget 2nd place h0
262954361427222531	724506216	negative	Polic protest clash at Republ Day march in Turkey On a day mark the 89th anniversari of the found ||U|| h0
263664302882443264	377060725	positive	I will be particip in a Google+ Hangout with ||T|| tomorrow I'm SUPER excit Check it out ||U|| h0
264074076706983937	337308259	negative	||T|| whi do you think Murray may leav No way a team draft him befor the 5th or 6th round h0
263795814470664192	521532492	positive	Aww love you Austin River and happi to see you get start in 1st NBA game but it 's against my boy LET GO SPUR h2
260851260956221440	242895807	positive	||T|| mine person think Tebow is better then Flacco I do n't care how bad he play Sunday h0
263646437458452480	155762352	positive	||T|| ||T|| anoth center Gagner is a good cheap 2nd line option that we can afford and keep the kid h0
264187997887541250	131042222	negative	||T|| I 'm still shake my head at that decis and that the Heat amp Knick are actual play tomorrow at MSG h0
264174898807717888	463661547	negative	the glass may be rise but it 's not get ani warmer here Lago del Desierto Argentina ||U|| h0
264245625682554880	58297064	positive	Wish I could make that trip to Athen on Tuesday ||T|| h0
263186967615905792	610467658	neutral	Appl softwar retail chief out in overhaul SAN FRANCISCO Reuter Appl Inc CEO Tim Cook on Monday push out the power hea h0
256416307182985217	47208627	objective-OR-neutral	Capello say time for Russia to win big match Russia manag Fabio Capello on Thursday said that he intend to ||U|| h0
262953053659996161	36210889	objective	I 'm host the Day parti at Spartacu Friday From 2-6 and then at Spi in Raleigh that night h0
263701469289644032	129412273	objective-OR-neutral	Eli Man hope the Giant can uplift the spirit of the million affect by Sandi in NY with their game against the Steeler on Sunday h0
225956951136292864	465974864	objective	||T|| the McCormick Place .rite here by the hyatt hotel on like 23rd and King Dr h0
256340930414645248	124869414	positive	Fabio Capello From what I 've seen these day I can assur you Russia are capabl of get a good result versu Portug tomorrow h1
264139268249763840	17436164	neutral	||T|| not necessarili In Nevada it may help Obama becaus it one less vote for Romney But I know what you mean hah h0
264230079494770688	297382357	negative	Parker Leonard steal OKC 's thunder Nineti minut befor tipoff Thursday night at the AT amp T Center Oklahoma Ci ||U|| h0
264155231804346368	535941624	neutral	||T|| he 's on the plane to Amsterdam now bet he 's not in class tomorrow h0
264063574035533824	494035942	positive	||T|| I realli want to go to one of hi thing Did you watch hi new thing on channel 4 last Friday xx h0
263640783863816192	214139359	negative	I -may be the onli girl on the face of the earth that DOE N'T find Chan Tatum attract h3
259535556055269376	28207562	neutral	Cold pizza and Mass Effect 3 I want my leg heal Go to look up some voodoo shit I 'll be walk jump and run tomorrow h0
261545687106322432	25181326	positive	Rememb Cupid at Convo last year with the bomb candi bar If you like that you 'll LOVE next Tuesday 's Tr ||U|| h0
263453340925583362	59055457	neutral	Chan tatum will be in white oak tomorrow for all you stalker out there h0
264152762026184704	287288414	objective-OR-neutral	||T|| I fli that Saturday the 15th from Detroit to Amsterdam then up to Newcastl h0
263760959779241984	20727102	positive	Game play dure the week are now more interest than Super Sunday h0
261624197380460544	281520735	objective	Video Game Trailer Launch Trailer Check out the launch trailer for Mass Effect 3 Ad Fri Oct 26 00 ||U|| h1
257315024354279424	28660297	positive	||T|| ||T|| ||T|| ||T|| I 'd watch Cougar Town over thi ani day Januari 8 on TB Veri funni h1
264096683766456320	93522700	negative	Staci just hit me up and said my packag might be up here tomorrow if that 's the case I 'm not go to the rave in San Fran h1
263773432750157824	268893346	objective-OR-neutral	Of cours it 's Aston Villa Play them off the park on Saturday Bring it on h0
264169849067028480	372547953	negative	Give me 5 minut with Candi the dancer from Deja Vu I 'm nut on my 4th pump she that bad laugh out loud h0
263718726627627009	263579038	positive	||T|| Do you know they may not but we 're so fond of all the countri Uh happi Republ Day h0
263331726942691329	70257698	positive	Thank you snow for cancel class today Now you may stop snow so that I can drive to Chapel Hill tomorrow I 'd realli appreci it h0
260232337051230208	223305414	positive	Chick in my class said Flacco is the best QB in the leagu 1 whi is a chick talkin footbal 2 I cant wait for class tomorrow laugh out loud h0
264243566207975424	14931166	positive	pitch in on the new birthday parti / Super Bowl Sunday treat ||U|| h2
226345220239925249	42909123	positive	Juli 20 Sam Gagner | ||U|| ||T|| nice to have you there for at least anoth year h1
241625219050123264	41202626	objective	Moham Nashe 's Press brief about CONI report 31 Aug 2012 ||U|| via ||T|| h0
261563757212360706	67845619	objective	Call all realiti TV fan We 're invit LI realiti TV star to join a Google+ Hangout on Sunday and you can too ||U|| h0
256408189157916672	62631820	negative	Honesti is often best polici Fabio Capello Russia coach I wa hope Ronaldo 's injuri wa more seriou so he could n't play tomorrow h0
264221978607636480	59342982	objective-OR-neutral	Dinner in Athen with my friend ||T|| Prepar for our game on ||T|| thi Saturday ||U|| h2
264218982926655488	51887927	positive	||T|| e1 Most def i think when you come tomorrow the boy will be here h0
263803981384515584	243903348	negative	Thi is Austin River 1st game and peopl suck him he a rooki chill h0
264247456424935424	429312292	neutral	||T|| Hello May I ask how did you get on set of Castl h0
225311712008617986	182784794	negative	at HockeyyInsiderr ||T|| Gagner 's agent say talk continu will have hear on Friday if no deal MSM just prove you 're h1
244715076228096001	40362193	positive	The Woman In Black the legendari ghost thriller tour to Dubai and Abu Dhabi in Novemb amp Decemb More ||U|| h0
264107216578174976	27952164	neutral	Can it pleas be Wednesday and POTU ha been repli elect Then we can move thi countri h1
264214318327947265	57722479	objective-OR-neutral	Jacksonvil realli sound like the move tomorrow h0
264134721938808832	628912797	objective-OR-neutral	# ASimpleLif open tomorrow at Lee 's 4-Star in San Fran Roger Ebert call it one of the year 's best film ||U|| h0
258349170107224065	832164745	negative	||T|| ||T|| NOOOOOOOOO Mayb you can just look over it right befor the test tomorrow and do that first h0
240753714661584896	329047546	objective	loan keeper Ben Amo name in the England under-21 side to face Azerbaijan next Thursday and Norway on Sept 10 h1
264182339536564227	120627815	neutral	||T|| ||T|| ||T|| My friend and I are bet Joe wet hi pant when he see the whop Mitten will get Nov 6 h0
242989716893478913	175060800	negative	||T|| wahe propos mdp to join the gov prior CoNI 's verdict 7 feb controversi power transfer refrain mdp join the govt h0
264113005078405120	19816683	objective-OR-neutral	Me and ||T|| book in to see A Good Day To Die Hard on Februari 14 2013 Valentin 's day h0
264208558336389121	112878558	positive	||T|| Franki I think I 'm go to have a date with my bed tomorrow Me same That 's my boy h0
246776355558129664	98698262	positive	Pray for Moham Morsi the new Presid of Egypt that he may continu to be a leader for freedom and peac http://t.co/f0LKm17i h0
261540587801563136	35143403	negative	Axl Rose need to just give up Now Not later not soon not tomorrow NOW h0
264214825096314880	95521694	positive	Shout out to my boy ||T|| who fight tomorrow night on the La Vega card He 's put in the work so I do n't need to wish him luck h1
243725520724967424	119035535	objective	If you 're on the Isl of Man next Thur I 'll be talk about Safe Hous and sign book at Waterston from 6.30pm ||T|| h0
259724822978904064	624790220	neutral	PBR amp ||T|| bring you Jim White at the ||T|| Loung on Octob 23rd at 7 pm ||U|| h0
263610234029879297	38781991	positive	Happi Halloween Start thi wick Wednesday off listen to Pink Floyd and Leonard Cohen Get to take my boy out tonight Yay h0
262582875520643072	195836839	negative	I wonder what Cortes is think after watch that 1st half of total wank As for Boruc you are a disgrac and a complet TWAT h1
